hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,race21_t,race26_t,occ2012_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,exited_public,switched_class94,analytic_sample
197937804071798,9,1.0,4,4,2,9000,90001,1,1,33,17,41180,163,2.0,1.0,,6,1,43,,2,43,1,,1,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,700.0,2.0,2.0,,,,11952.5437,2947.0923,4,1,1.0,,0,42,20156,1,,,,2.0,,,2939.7614,7860.0,,-1,,,,,,,313033.0,2012,632,629,0,0,0,1,0,16.0,,1.0,5700.0,17.0,40.0,2012,1.0,4,8,2,9000,90001,1,17,41180,163,2.0,1.0,,6,1,44,,2,43,1,,1,1,4,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,2.0,2.0,12838.5823,3320.9645,0,0,,,0,0,50715,1,,,,2.0,,,3311.4033,,,-1,,,,,,,312635.0,2013,644,629,0,0,0,0,0,16.0,,,2013,MIS4_to_MIS8,2012-2013,False,True,True,1
307007051104327,9,3.0,1,4,2,9000,90001,1,1,33,17,40420,0,2.0,1.0,,3,1,37,2.0,2,44,1,2.0,1,1,1,1,2,73,73,73,2,0,15,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2833.33,1.0,,,,,12148.5892,2996.4498,4,1,0.0,,0,0,60814,1,,,,,,2.0,2987.9794,7860.0,,-1,,,,,,,313072.0,2012,632,629,0,0,0,1,0,18.0,,1.0,2310.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,40420,0,2.0,1.0,,3,1,38,2.0,2,44,1,2.0,1,1,1,2,73,73,73,2,0,15,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2550.0,1020.0,1.0,,2.0,,,12682.9675,3140.4524,4,1,0.0,0.0,0,0,62948,1,,,,,,2.0,3120.4527,7860.0,2300.0,-1,,,,,,,312677.0,2013,644,629,0,0,0,1,0,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
307904531384537,9,2.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,3,47,1.0,1,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1500.0,600.0,2.0,2.0,,,,10887.3905,2771.2953,0,0,0.0,0.0,0,0,19936,2,,,3.0,,,,2757.2486,7860.0,,-1,,,,,,,313076.0,2012,632,629,0,0,0,0,0,14.0,,1.0,4220.0,14.0,40.0,2012,2.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,3,48,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1500.0,600.0,1.0,,2.0,,,11541.7456,2883.0747,0,0,0.0,0.0,0,0,33070,2,1.0,,,,,,2883.7328,7860.0,4220.0,-1,,,,,,,312681.0,2013,644,629,0,0,0,0,0,12.0,14.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
471727047706393,9,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,49,2.0,1,39,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,975.0,360.75,2.0,2.0,,,,12584.2022,3294.7489,0,0,1.0,1.0,0,0,50326,1,1.0,,,,,,3260.7152,7870.0,,-1,,,,,,,313171.0,2012,632,629,0,0,0,0,0,12.0,,2.0,4220.0,14.0,40.0,2012,2.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,50,2.0,1,39,2,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1244.0,497.6,2.0,2.0,2.0,,,12603.5333,3219.7048,0,0,1.0,1.0,22,42,4419,1,1.0,,,,,,3222.1583,7870.0,4220.0,-1,,,,,,,312749.0,2013,644,629,0,0,0,0,0,12.0,14.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
710700032705413,9,1.0,1,4,2,9000,90001,1,1,33,17,40420,0,2.0,1.0,,3,1,38,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,65.0,,65.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,750.0,1.0,,,,,11488.8474,2891.7587,4,1,0.0,,0,0,42696,1,,,,1.0,1.0,,2896.2814,7860.0,,-1,,,,,,,313246.0,2012,632,629,0,0,0,1,0,18.0,,1.0,2320.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,40420,0,2.0,1.0,,3,1,39,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2403.0,1.0,,2.0,,,12834.6419,3248.0157,4,1,1.0,,0,42,58161,1,,,,1.0,1.0,,3234.5384,7860.0,230.0,-1,,,,,,,312820.0,2013,644,629,0,0,0,1,0,18.0,1.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
710700032705413,9,1.0,1,4,2,9000,90001,1,1,33,17,40420,0,2.0,1.0,,3,3,39,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,615.38,1.0,,,,,11853.2321,2964.7718,4,1,0.0,,0,0,42696,2,,,,2.0,,,2915.3355,7860.0,,-1,,,,,,,313247.0,2012,632,629,0,0,0,1,0,16.0,,1.0,2300.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,40420,0,2.0,1.0,,3,3,41,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2550.0,1275.0,1.0,,2.0,,,13465.072,3320.9645,4,1,1.0,1.0,0,42,58161,2,,,,2.0,,,3312.8777,7860.0,2310.0,-1,,,,,,,312821.0,2013,644,629,0,0,0,1,0,16.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
710709992322088,9,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,3,43,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2833.0,1.0,,,,,11707.8925,2886.7696,1,1,1.0,,0,0,32635,2,,,,2.0,,,2879.5888,7860.0,,-1,,,,,,,313276.0,2012,632,629,1,0,0,0,1,16.0,,1.0,2310.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,3,44,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1400.0,1.0,,2.0,,,13260.1719,3270.4289,1,1,1.0,,0,0,20478,2,,,,2.0,,,3262.4651,7860.0,2310.0,-1,,,,,,,312849.0,2013,644,629,1,0,0,0,1,16.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
799600373840971,9,2.0,1,4,2,9000,90001,1,1,33,17,16980,111,2.0,1.0,,7,3,59,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1600.0,641.02,2.0,2.0,,,,10722.1717,2793.2663,0,0,0.0,1.0,0,0,54052,2,,,3.0,,,,2755.7657,7860.0,,-1,,,,,,,313327.0,2012,632,629,0,0,0,0,0,14.0,,1.0,3930.0,12.0,40.0,2012,3.0,1,8,2,9000,90001,1,17,16980,111,2.0,1.0,,7,3,60,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2987.0,321.42,2.0,2.0,,,,10847.4799,2825.704,0,0,0.0,1.0,0,0,58231,2,,,4.0,,,,2775.9131,7860.0,4600.0,-1,,,,,,,312912.0,2013,644,629,0,0,0,0,0,15.0,15.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
971173067800393,9,2.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,61,2.0,1,45,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,10827.6012,2770.864,0,0,0.0,,0,0,7501,1,,,,,,,2740.4073,9470.0,,-1,,,,,,,313437.0,2012,632,629,0,0,0,0,0,18.0,,1.0,2100.0,7.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,63,2.0,1,45,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,10983.2611,2903.5078,0,0,0.0,,0,0,4420,1,,,,,,,2839.667,9470.0,2100.0,-1,,,,,,,313016.0,2013,644,629,0,0,0,0,0,18.0,7.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
570975060717449,9,1.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,1,52,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,950.0,1450.0,1.0,,,,,10237.3998,2599.3459,0,0,1.0,1.0,0,0,32471,1,,,2.0,,,,2592.6375,7790.0,,-1,,,,,,,313490.0,2012,632,629,0,0,0,0,0,13.0,,1.0,9720.0,22.0,39.0,2012,3.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,1,54,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1725.0,690.0,2.0,2.0,2.0,,,11767.291,2977.3821,0,0,1.0,1.0,0,0,20249,1,,,2.0,,,,2940.0859,7790.0,9130.0,-1,,,,,,,313068.0,2013,644,629,0,0,0,0,0,13.0,22.0,39.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
570975060717449,9,1.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,3,46,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,33.0,,33.0,,,22.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,1379.0,326.0,2.0,2.0,,,,10643.1833,2629.7818,0,0,1.0,1.0,0,0,32471,2,,,3.0,,,,2604.1102,9480.0,,-1,,,,,,,313491.0,2012,632,629,0,0,0,0,0,14.0,,1.0,5700.0,17.0,51.0,2012,3.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,3,47,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3000.0,1050.0,2.0,2.0,2.0,,,11570.5399,2914.5942,0,0,1.0,1.0,0,0,20249,2,,,2.0,,,,2876.7324,9370.0,5140.0,-1,,,,,,,313069.0,2013,644,629,0,0,0,0,0,13.0,17.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
571558067001409,9,1.0,1,4,2,9000,90001,1,1,33,17,0,99,3.0,2.0,,0,1,45,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,51.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,1350.0,2115.38,1.0,,,,,10680.8782,2718.7293,4,2,0.0,1.0,0,0,41377,1,,,1.0,,,,2704.9491,9470.0,,-1,,,,,,,313493.0,2012,632,629,0,0,0,1,0,12.0,,1.0,3700.0,12.0,51.0,2012,3.0,1,8,2,9000,90001,1,17,0,99,3.0,2.0,,0,1,46,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2307.69,1.0,,2.0,,,11842.5088,2958.204,4,1,0.0,,0,0,43257,1,,,2.0,,,,2958.8793,9470.0,3700.0,-1,,,,,,,313071.0,2013,644,629,0,0,0,1,0,13.0,12.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
799050754740671,9,2.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,1,41,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,6300.0,2884.61,1.0,,,,,11331.663,2866.8227,3,2,1.0,1.0,0,0,19794,1,,,4.0,,,,2856.656,680.0,,-1,,,,,,,313509.0,2012,632,629,0,0,1,0,0,15.0,,1.0,1420.0,4.0,24.0,2012,1.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,1,42,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,66.0,,66.0,,,,,,2.0,6.0,0.0,2,,,,,,,,2.0,,,12382.3024,3167.5381,3,2,,,0,0,20248,1,,,2.0,,,,3154.8224,770.0,220.0,-1,,,,,,,313092.0,2013,644,629,0,0,1,0,0,13.0,1.0,4.0,2013,MIS4_to_MIS8,2012-2013,False,True,True,1
799050754740671,9,2.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,3,36,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,33.0,,33.0,,,18.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,2400.0,600.0,2.0,2.0,,,,11390.3833,2849.0024,3,2,1.0,1.0,0,0,19794,2,,,,2.0,,,2801.4965,9370.0,,-1,,,,,,,313510.0,2012,632,629,0,0,1,0,0,16.0,,1.0,800.0,2.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,3,37,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,33.0,,33.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,3000.0,990.0,2.0,2.0,2.0,,,13485.2526,3330.8295,3,2,1.0,1.0,0,0,20248,2,,,,2.0,,,3317.8428,9370.0,800.0,-1,,,,,,,313093.0,2013,644,629,0,0,1,0,0,16.0,2.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
927109970389105,9,2.0,7,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,2,31,,2,43,1,,2,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,10672.0749,2714.3638,0,0,0.0,,0,0,42802,2,,,,2.0,,,2685.4628,7370.0,,-1,,,,,,,313552.0,2012,632,629,0,0,0,0,0,16.0,,1.0,2630.0,9.0,36.0,2012,2.0,7,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,2,32,,2,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,12838.5563,3268.2468,0,0,0.0,,0,0,50668,2,,,,2.0,,,3232.9934,7370.0,2600.0,-1,,,,,,,313130.0,2013,644,629,0,0,0,0,0,16.0,9.0,36.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
957409570476107,9,2.0,3,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,1,44,,1,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,56.0,,56.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1600.0,1288.46,1.0,,,,,11331.663,2866.8227,3,1,0.0,0.0,0,0,41370,1,1.0,,,,,,2856.656,9470.0,,-1,3.0,,,,,,313566.0,2012,632,629,0,0,1,0,0,12.0,,1.0,3740.0,12.0,51.0,2012,2.0,3,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,1,45,,1,39,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,56.0,,56.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,2.0,,,11842.5088,2958.204,3,1,0.0,,0,0,43110,1,1.0,,,,,,2958.8793,9470.0,3740.0,-1,3.0,,,,,,313144.0,2013,644,629,0,0,1,0,0,12.0,12.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
799330744530971,9,2.0,1,4,2,9000,90001,1,1,33,17,44100,0,,1.0,,2,3,67,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,29.0,,29.0,,,22.0,,,7.0,2.0,0.0,1,2.0,,1.0,2600.0,754.0,2.0,2.0,,,,11345.4771,2933.3723,0,0,1.0,1.0,0,0,7682,2,2.0,6.0,,,,,2840.8137,7860.0,,-1,,,,,,,313640.0,2012,632,629,0,0,0,0,0,10.0,,1.0,2330.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,44100,0,,1.0,,2,3,68,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,25.0,,25.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,946.0,236.5,1.0,,,,,11364.8245,2902.1999,0,0,0.0,0.0,0,0,20637,2,2.0,6.0,,,,,2807.81,7860.0,2540.0,-1,,,,,,,313219.0,2013,644,629,0,0,0,0,0,10.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,True,1
943057937179340,9,3.0,1,4,2,9000,90001,1,1,33,17,44100,0,,1.0,,2,1,44,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,907.5,2.0,2.0,,,,11792.1258,2983.3162,10,3,0.0,,0,0,7681,1,,,,2.0,,,2972.7364,9470.0,,-1,,,,,,,313672.0,2012,632,629,0,0,1,1,0,16.0,,1.0,1107.0,3.0,51.0,2012,2.0,1,8,2,9000,90001,1,17,44100,0,,1.0,,2,1,45,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,946.15,2.0,2.0,2.0,,,11720.0921,2927.6248,10,3,0.0,,0,0,54203,1,,,,2.0,,,2928.2931,9470.0,1107.0,-1,,,,,,,313249.0,2013,644,629,0,0,1,1,0,16.0,3.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
31691870010900,10,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,39,2.0,1,43,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,1.0,0.0,1,2.0,2.0,2.0,,1682.69,1.0,,,,,12353.0993,2970.9299,0,0,0.0,,0,0,54735,1,,,,1.0,2.0,,2905.243,9490.0,,-1,,,,,,,350886.0,2012,633,630,0,0,0,0,0,17.0,,2.0,1740.0,5.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,1,40,2.0,1,43,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,13.0,20.0,,,13.0,,,4.0,1.0,0.0,1,2.0,1.0,1.0,3000.0,1730.76,1.0,,2.0,,,14682.6917,3470.1926,0,0,0.0,1.0,0,0,54383,1,,,,1.0,2.0,,3509.8129,9490.0,1740.0,-1,,,,,,,350165.0,2013,645,630,0,0,0,0,0,17.0,5.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
60017109180390,10,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,38,2.0,2,44,1,1.0,1,1,1,1,2,57,365,303,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,865.0,1.0,,,,,12847.9237,3210.2655,6,2,1.0,,0,42,21206,1,,,,,,3.0,3213.1762,7860.0,,-1,,,,,,,350904.0,2012,633,630,1,0,1,0,1,18.0,,1.0,2300.0,8.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,1,39,2.0,2,44,1,1.0,1,1,1,2,57,365,303,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2200.0,880.0,1.0,,2.0,,,10456.6739,2563.844,8,2,1.0,1.0,0,42,35070,1,,,,,,3.0,2560.4609,7860.0,2300.0,-1,,,,,,,350185.0,2013,645,630,0,1,1,0,1,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
571608078909997,10,1.0,7,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,3.0,7,2,63,,2,44,1,,1,0,0,6,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,11549.8495,2956.3799,0,0,,,0,0,34165,1,,,,,,3.0,2952.0601,9470.0,,-1,,,,,,,351027.0,2012,633,630,0,0,0,0,0,18.0,,1.0,3255.0,10.0,51.0,2012,1.0,7,8,2,9000,90001,1,17,16980,0,1.0,1.0,3.0,7,2,64,,2,44,1,,0,0,6,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12464.0871,3089.8673,0,0,,,0,0,9091,1,,,,,,3.0,3110.0613,,,-1,,,,,,,350316.0,2013,645,630,0,0,0,0,0,18.0,,,2013,MIS4_to_MIS8,2012-2013,False,True,True,1
710030996100081,10,1.0,4,4,0,9000,90002,2,2,33,17,16980,0,1.0,1.0,1.0,7,4,38,,1,40,2,,2,2,1,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,20.0,,,20.0,,,7.0,3.0,0.0,1,1.0,,1.0,800.0,224.0,1.0,,,,,12353.0993,2970.9299,4,1,1.0,1.0,0,42,51276,2,,,2.0,,,,2905.243,9470.0,,-1,,,,,1.0,,351045.0,2012,633,630,0,0,0,1,0,13.0,,2.0,3740.0,12.0,51.0,2012,1.0,4,8,2,9000,90002,2,17,16980,0,1.0,1.0,1.0,7,4,39,,1,40,2,,2,1,7,2,57,57,57,1,0,0,2.0,1.0,,72.0,,72.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,1.0,,2.0,,,13130.7576,3065.0121,4,1,1.0,,0,0,8920,2,,,1.0,,,,3138.832,9470.0,3740.0,-1,,,,,1.0,,350335.0,2013,645,630,0,0,0,1,0,12.0,12.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
810709999139999,10,1.0,3,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,,7,6,44,2.0,2,35,1,1.0,3,2,1,1,2,303,303,303,4,0,16,2.0,1.0,,8.0,,8.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,1000.0,80.0,2.0,2.0,,,,13529.5651,3336.5209,4,1,0.0,0.0,0,0,44152,3,,,,,,,3383.65,7860.0,,-1,,,,,,,351097.0,2012,633,630,0,0,0,1,0,9.0,,1.0,4600.0,15.0,40.0,2012,1.0,3,8,2,9000,90001,1,17,16980,0,1.0,1.0,,7,6,45,2.0,2,35,1,1.0,2,1,1,2,303,303,303,4,0,16,2.0,1.0,,8.0,,8.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,1000.0,80.0,2.0,2.0,2.0,,,12588.301,3075.5398,4,1,0.0,0.0,0,0,35123,3,,,,,,,3108.9371,7860.0,4600.0,-1,,,,,,,350393.0,2013,645,630,0,0,0,1,0,9.0,15.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
904067107189880,10,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,,7,3,58,1.0,2,43,1,,2,1,2,1,2,110,109,57,3,0,5,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,1.0,0.0,1,2.0,2.0,2.0,,1750.0,2.0,2.0,,,,12105.948,2998.4879,0,0,0.0,,0,0,8481,2,,,,1.0,1.0,,2995.7595,9480.0,,-1,,,,,,,351106.0,2012,633,630,0,0,0,0,0,18.0,,1.0,5700.0,17.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,1.0,1.0,,7,3,59,1.0,2,43,1,,1,2,1,2,110,109,57,3,0,5,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1538.46,1.0,,,,,13009.9631,3253.7636,0,0,0.0,,0,0,22606,2,,,,1.0,1.0,,3233.8187,8370.0,5000.0,-1,,,,,,,350403.0,2013,645,630,0,0,0,0,0,18.0,17.0,43.0,2013,MIS4_to_MIS8,2012-2013,True,False,True,1
