hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
112199749800823,7,2.0,1,4,2,9200,92001,1,1,32,18,16980,0,2.0,1.0,,7,4,27,,1,43,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,4199.0,2099.5,2.0,2.0,2.0,,,14585.4654,3715.6549,0,0,1.0,1.0,0,42,50673,3,,,,2.0,,,3626.2434,4670.0,9610.0,-1,,,,,2.0,1.0,238545.0,2013,642,639,0,0,0,0,0,16.0,22.0,22.0,2013,1.0,1,8,2,9200,92001,1,,16980,0,2.0,1.0,,7,4,28,,1,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,2884.61,2.0,2.0,2.0,,,11161.7677,2812.0961,0,0,0.0,,0,0,52451,3,,,,2.0,,,2803.5534,4670.0,4760.0,-1,,,,,2.0,1.0,237674.0,2014,654,639,0,0,0,0,0,16.0,16.0,22.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
160980091011559,7,1.0,4,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,1,46,,2,43,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,846.15,2.0,2.0,2.0,,,10721.4075,2698.2469,4,1,0.0,,0,0,7654,1,,,,2.0,,,2641.5131,5380.0,5700.0,-1,,,,,,,238547.0,2013,642,639,0,0,0,1,0,16.0,17.0,22.0,2013,2.0,4,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,1,47,,2,43,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2060.0,865.38,2.0,2.0,2.0,,,10697.4487,2644.3596,0,0,0.0,0.0,0,0,57636,1,,,,2.0,,,2637.6507,5380.0,5700.0,-1,,,,,,,237676.0,2014,654,639,0,0,0,0,0,16.0,17.0,22.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
160980091011559,7,1.0,4,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,4,17,,2,37,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,17.0,,17.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,725.0,123.25,2.0,2.0,2.0,,,11304.4056,2651.2462,0,0,0.0,0.0,0,0,7654,2,,,,,,,2569.8063,8680.0,4030.0,-1,,,,,1.0,,238548.0,2013,642,639,0,0,0,0,0,11.0,13.0,46.0,2013,2.0,4,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,4,18,,2,38,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,14.0,,,6.0,4.0,0.0,1,2.0,,1.0,805.0,241.5,2.0,2.0,2.0,,,11177.1253,2550.3172,0,0,0.0,0.0,0,0,57636,2,,,,,,,2591.1326,8680.0,4030.0,-1,,,,,1.0,,237677.0,2014,654,639,0,0,0,0,0,12.0,13.0,46.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
170986099611759,7,1.0,1,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,1,31,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,35.0,,,,,,,,5.0,5.0,0.0,1,2.0,2.0,2.0,,950.0,1.0,,2.0,,,11241.1764,2850.3188,5,2,0.0,,0,0,30705,1,,,,,,2.0,2783.0894,7860.0,2310.0,-1,,,,,,,238549.0,2013,642,639,1,1,0,0,1,18.0,8.0,40.0,2013,2.0,1,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,1,32,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,2.0,14.0,50.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,10216.5841,2546.6397,8,2,0.0,,0,0,66931,1,,,,,,2.0,2612.7614,7860.0,2320.0,-1,,,,,,,237678.0,2014,654,639,0,1,1,0,1,18.0,8.0,40.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,1,0,1,recruitment
170986099611759,7,1.0,1,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,3,35,1.0,1,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1201.92,2.0,2.0,2.0,,,12254.8291,3141.8134,5,2,0.0,,0,0,30705,2,,,5.0,,,,3102.9086,570.0,430.0,-1,,,,,,,238550.0,2013,642,639,1,1,0,0,1,16.0,1.0,24.0,2013,2.0,1,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,3,36,1.0,1,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,48.0,,48.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,2.0,2.0,,,10427.7086,2511.7248,8,2,0.0,,0,0,66931,2,,,5.0,,,,2560.062,2870.0,50.0,-1,,,,,,,237679.0,2014,654,639,0,1,1,0,1,16.0,1.0,6.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
190961802011808,7,2.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,1,62,2.0,2,41,1,,1,1,1,1,2,57,104,57,1,0,0,2.0,1.0,,-4.0,,35.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,307.0,2.0,2.0,,,,10117.1861,2642.4858,0,0,1.0,,0,42,50634,1,,,5.0,,,,2534.2097,7970.0,5400.0,-1,,,,,,,238554.0,2013,642,639,0,0,0,0,0,16.0,17.0,42.0,2013,2.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,1,62,2.0,2,41,1,,1,1,1,2,57,104,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1800.0,720.0,2.0,2.0,,,,9741.3037,2435.5616,0,0,1.0,1.0,0,42,52392,1,,,5.0,,,,2434.8743,7970.0,5700.0,-1,,,,,,,237685.0,2014,654,639,0,0,0,0,0,16.0,17.0,42.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
194991107022838,7,3.0,1,4,2,9200,92001,1,1,32,18,16980,0,2.0,1.0,,7,3,51,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2000.0,800.0,2.0,2.0,2.0,,,11066.1986,2805.1768,0,0,1.0,1.0,0,42,33503,2,,,1.0,,,,2764.0164,770.0,20.0,-1,,,,,,,238560.0,2013,642,639,0,0,0,0,0,12.0,1.0,4.0,2013,1.0,1,8,2,9200,92001,1,,16980,0,2.0,1.0,,7,3,52,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,977.0,1.0,,2.0,,,11275.4906,2809.1551,0,0,1.0,,0,0,67922,2,,,3.0,,,,2829.4981,770.0,6200.0,-1,,,,,,,237690.0,2014,654,639,0,0,0,0,0,14.0,19.0,4.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
194991107022838,7,3.0,1,4,2,9200,92001,1,1,32,18,16980,0,2.0,1.0,,7,4,18,,1,39,1,,3,1,3,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13870.0769,3295.7018,0,0,,,0,0,33503,3,1.0,,,,,,3434.8231,,,-1,,,,,1.0,1.0,238561.0,2013,642,639,0,0,0,0,0,12.0,,,2013,1.0,1,8,2,9200,92001,1,,16980,0,2.0,1.0,,7,4,19,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,480.0,2.0,2.0,2.0,,,10302.5596,2514.1836,0,0,1.0,1.0,0,0,67922,3,,,3.0,,,,2474.4402,8680.0,310.0,-1,,,,,1.0,1.0,237691.0,2014,654,639,0,0,0,0,0,14.0,1.0,46.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
194991901030868,7,1.0,1,4,2,9200,92001,1,1,32,18,23060,0,2.0,1.0,,3,1,57,2.0,1,44,4,,1,1,1,1,2,210,210,210,4,0,16,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,865.38,2.0,2.0,,,,9736.3855,2491.899,0,0,0.0,,0,0,41505,1,,,,,,2.0,2451.3076,6990.0,4810.0,-1,,,,,,,238562.0,2013,642,639,0,0,0,0,0,18.0,16.0,33.0,2013,2.0,1,8,2,9200,92001,1,,23060,0,2.0,1.0,,3,1,58,2.0,1,44,4,,1,1,1,2,210,210,210,4,0,16,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,807.69,2.0,2.0,,,,11979.2695,3006.9962,0,0,0.0,,0,0,17782,1,,,,,,2.0,3006.1159,6990.0,4810.0,-1,,,,,,,237692.0,2014,654,639,0,0,0,0,0,18.0,16.0,33.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
194991901030868,7,1.0,1,4,2,9200,92001,1,1,32,18,23060,0,2.0,1.0,,3,3,51,1.0,2,44,4,,2,1,2,1,2,210,210,210,4,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,6.0,0.0,2,,,,,,,,2.0,,,13221.5328,3446.828,0,0,,,0,0,41505,2,,,,,,2.0,3330.6025,6990.0,4810.0,-1,,,,,,,238563.0,2013,642,639,0,0,0,0,0,18.0,16.0,33.0,2013,2.0,1,8,2,9200,92001,1,,23060,0,2.0,1.0,,3,3,52,1.0,2,44,4,,1,2,1,2,210,210,210,4,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,6.0,0.0,2,,,,,,,,2.0,,,12191.8333,3275.3278,0,0,,,0,0,17782,2,,,,,,2.0,3283.4127,6990.0,4810.0,-1,,,,,,,237693.0,2014,654,639,0,0,0,0,0,18.0,16.0,33.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
195961604093855,7,1.0,7,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,2,52,,2,43,2,,1,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,1.0,32.0,,,1.0,,,3.0,1.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,2.0,,,9636.5313,2479.4486,0,0,0.0,,0,0,62647,1,,,,2.0,,,2408.8419,9590.0,1020.0,-1,,,,,,,238564.0,2013,642,639,0,0,0,0,0,16.0,3.0,51.0,2013,1.0,7,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,2,53,,2,43,2,,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,2.0,,,13721.2992,3595.077,0,0,0.0,,0,0,17878,1,,,,2.0,,,3563.7433,9590.0,1020.0,-1,,,,,,,237694.0,2014,654,639,0,0,0,0,0,16.0,3.0,51.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,1,0,recruitment
201903971892148,7,1.0,1,4,2,9200,92001,1,1,32,18,16980,0,2.0,1.0,,7,1,57,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11575.2967,2757.9221,0,0,,,0,0,20671,1,,,3.0,,,,2756.8415,,,-1,3.0,,,,,,238567.0,2013,642,639,0,0,0,0,0,14.0,,,2013,2.0,1,8,2,9200,92001,1,,16980,0,2.0,1.0,,7,1,58,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11395.4501,2636.8216,0,0,,,0,0,66936,1,,,3.0,,,,2737.0256,,,-1,3.0,,,,,,237695.0,2014,654,639,0,0,0,0,0,14.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
201903971892148,7,1.0,1,4,2,9200,92001,1,1,32,18,16980,0,2.0,1.0,,7,3,57,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1600.0,640.0,2.0,2.0,,,,10692.8007,2667.7573,0,0,1.0,1.0,0,0,20671,2,1.0,,,,,,2648.0929,7270.0,5700.0,-1,,,,,,,238568.0,2013,642,639,0,0,0,0,0,12.0,17.0,36.0,2013,2.0,1,8,2,9200,92001,1,,16980,0,2.0,1.0,,7,3,57,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,450.0,2.0,2.0,,,,10149.054,2516.453,0,0,0.0,,0,0,66936,2,1.0,,,,,,2541.0573,7270.0,2145.0,-1,,,,,,,237696.0,2014,654,639,0,0,0,0,0,12.0,7.0,36.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
301005261105868,7,1.0,1,4,2,9200,92001,1,1,32,18,26900,57,2.0,1.0,,5,1,39,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,55.0,,55.0,,,,,,2.0,5.0,0.0,1,2.0,,1.0,4350.0,2392.5,2.0,2.0,2.0,,,12254.8291,3141.8134,3,3,0.0,0.0,0,0,33419,1,,,,2.0,,,3102.9086,8180.0,3255.0,-1,,,,,,,238573.0,2013,642,639,0,0,1,0,0,16.0,10.0,42.0,2013,2.0,1,8,2,9200,92001,1,,26900,57,2.0,1.0,,5,1,40,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,750.0,2.0,2.0,2.0,,,11020.6097,2698.3368,3,3,0.0,,0,0,30520,1,,,,1.0,2.0,,2705.6226,8190.0,3255.0,-1,,,,,,,237706.0,2014,654,639,0,0,1,0,0,17.0,10.0,41.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
301005261105868,7,1.0,1,4,2,9200,92001,1,1,32,18,26900,57,2.0,1.0,,5,3,38,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,32.0,,,22.0,,,7.0,5.0,0.0,1,1.0,,1.0,3350.0,940.0,2.0,2.0,2.0,,,9835.2412,2472.7878,3,3,1.0,0.0,0,0,33419,2,,,,2.0,,,2437.129,8190.0,3255.0,2200,,,,,,,238574.0,2013,642,639,0,0,1,0,0,16.0,10.0,41.0,2013,2.0,1,8,2,9200,92001,1,,26900,57,2.0,1.0,,5,3,39,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,32.0,,,22.0,,,7.0,5.0,0.0,1,2.0,1.0,1.0,3200.0,400.0,2.0,2.0,2.0,,,10840.5301,2638.0933,3,3,0.0,0.0,0,0,30520,2,,,,2.0,,,2690.6529,8190.0,3255.0,2200,,,,,,,237707.0,2014,654,639,0,0,1,0,0,16.0,10.0,41.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
301905641599658,7,1.0,1,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,1,36,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,21.0,,,18.0,,,7.0,7.0,0.0,2,,,,,,,,2.0,,,9674.7002,2472.7878,3,3,,,0,0,20624,1,,,,2.0,,,2437.129,7890.0,2340.0,-1,,,,,,,238578.0,2013,642,639,0,0,1,0,0,16.0,8.0,40.0,2013,1.0,1,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,1,37,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,10.0,,10.0,,,18.0,,,7.0,7.0,0.0,2,,,,,,,,2.0,,,9990.8219,2638.0933,3,3,,,0,0,52414,1,,,,2.0,,,2690.6529,7890.0,2340.0,-1,,,,,,,237711.0,2014,654,639,0,0,1,0,0,16.0,8.0,40.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
301905641599658,7,1.0,1,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,3,38,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,42.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,12254.8291,3141.8134,3,3,1.0,,0,0,20624,2,,,,1.0,2.0,,3102.9086,2190.0,1010.0,2910,,,,,,,238579.0,2013,642,639,0,0,1,0,0,17.0,3.0,19.0,2013,1.0,1,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,3,39,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1961.53,2.0,2.0,1.0,1.0,2.0,10427.7086,2511.7248,3,3,0.0,,0,0,52414,2,,,,1.0,1.0,,2560.062,7460.0,1020.0,-1,,,,,,,237712.0,2014,654,639,0,0,1,0,0,18.0,3.0,36.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
316100870800118,7,1.0,4,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,1,45,,2,40,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,1550.0,600.0,2.0,2.0,2.0,,,10721.4075,2698.2469,4,1,0.0,0.0,0,0,30704,1,,,4.0,,,,2641.5131,8180.0,3255.0,-1,,,,,,,238584.0,2013,642,639,0,0,0,1,0,15.0,10.0,42.0,2013,2.0,4,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,1,46,,2,40,1,,1,1,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,982.0,300.0,2.0,2.0,2.0,,,10697.4487,2644.3596,0,0,1.0,1.0,42,0,67898,1,,,5.0,,,,2637.6507,8270.0,3500.0,-1,,,,,,,237716.0,2014,654,639,0,0,0,0,0,16.0,10.0,42.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
316100870800118,7,1.0,4,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,4,17,,1,37,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,4.0,5.0,12.0,4.0,0.0,2,,,,,,,,2.0,,,13067.4729,3295.7018,0,0,,,0,0,30704,4,,,,,,,3371.3341,8680.0,4110.0,-1,,,,,1.0,,238585.0,2013,642,639,0,0,0,0,0,11.0,13.0,46.0,2013,2.0,4,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,4,18,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,750.0,262.5,2.0,2.0,2.0,,,10302.5596,2514.1836,0,0,0.0,0.0,0,0,67898,4,1.0,,,,,,2474.4402,8770.0,7200.0,-1,,,,,1.0,,237717.0,2014,654,639,0,0,0,0,0,12.0,20.0,47.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
316100870800118,7,1.0,4,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,4,20,,2,40,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,20.0,,,7.0,6.0,0.0,2,,,,,,,,2.0,,,11513.3385,2913.3494,0,0,,,0,0,30704,3,,,2.0,,,,2900.2957,8680.0,310.0,-1,,,,,1.0,,238586.0,2013,642,639,0,0,0,0,0,13.0,1.0,46.0,2013,2.0,4,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,4,20,,2,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,900.0,585.0,2.0,2.0,2.0,,,12790.555,3114.6917,0,0,0.0,0.0,0,0,67898,3,,,1.0,,,,3138.3706,8680.0,4110.0,-1,,,,,1.0,,237718.0,2014,654,639,0,0,0,0,0,12.0,13.0,46.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
316100870800118,7,1.0,4,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,4,23,,2,40,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,9.0,,,,1.0,,,2,,,,,,,,2.0,,,11202.555,2913.3494,0,0,,,0,0,30704,2,,,2.0,,,,2909.0889,,,-1,,,,,1.0,,238587.0,2013,642,639,0,0,0,0,0,13.0,,,2013,2.0,4,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,4,24,,2,40,1,,1,3,7,2,57,57,57,1,0,0,3.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12396.2047,3114.6917,0,0,,,0,0,67898,2,,,3.0,,,,3109.4897,,,-1,,,,,1.0,,237719.0,2014,654,639,0,0,0,0,0,14.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
481659061905395,7,2.0,1,4,2,9200,92001,1,1,32,18,26900,0,2.0,1.0,,5,1,28,2.0,2,41,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1400.0,560.0,2.0,2.0,2.0,,,11433.6464,2844.2754,2,1,1.0,1.0,0,42,54122,1,,,3.0,,,,2830.7411,5580.0,4760.0,-1,,,,,,,238597.0,2013,642,639,0,1,0,0,1,14.0,16.0,22.0,2013,1.0,7,8,2,9200,92001,1,,26900,0,2.0,1.0,,5,2,39,,2,44,1,,0,0,5,2,110,102,57,3,0,6,1.0,1.0,,50.0,,42.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,2.0,,,10840.5301,2638.0933,0,0,0.0,,0,0,52413,1,,,,,,3.0,2690.6529,6170.0,800.0,-1,,,,,,,237727.0,2014,654,639,0,0,0,0,0,18.0,2.0,23.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
601008081101378,7,1.0,1,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,1,65,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,16.0,,16.0,,,21.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,950.0,104.16,2.0,2.0,,,,9899.0868,2582.8076,0,0,0.0,1.0,0,0,20514,1,,,,,,2.0,2504.4855,5270.0,4720.0,-1,,,,,,,238602.0,2013,642,639,0,0,0,0,0,18.0,16.0,22.0,2013,1.0,1,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,1,67,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,8.0,,8.0,,,21.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,872.0,86.53,2.0,2.0,,,,8895.1839,2470.4431,0,0,0.0,0.0,0,0,14911,1,,,,,,2.0,2458.2144,5275.0,4720.0,-1,,,,,,,237732.0,2014,654,639,0,0,0,0,0,18.0,16.0,22.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
601008081101378,7,1.0,1,4,2,9200,92001,1,1,32,18,31140,0,2.0,1.0,,5,3,60,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11117.7241,2642.4858,0,0,,,0,0,20514,2,,,,,,2.0,2764.0511,,,-1,,,,,,,238603.0,2013,642,639,0,0,0,0,0,18.0,,,2013,1.0,1,8,2,9200,92001,1,,31140,0,2.0,1.0,,5,3,61,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,9811.1442,2435.5616,0,0,,,0,0,14911,2,,,,,,2.0,2447.6405,8560.0,8320.0,-1,,,,,,,237733.0,2014,654,639,0,0,0,0,0,18.0,21.0,44.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
