hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
493923305022218,5,1.0,1,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,3,29,1.0,2,39,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,283.0,299.05,2.0,2.0,2.0,,,13038.5402,3156.1906,11,3,1.0,0.0,0,0,16993,2,1.0,,,,,,3226.8183,8680.0,4110.0,-1,,,,,,,178915.0,2014,652,649,1,1,1,0,1,12.0,13.0,46.0,2014,2.0,1,8,2,9300,93001,1,25420,43,,1.0,,4,3,30,1.0,2,39,2,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,31.0,,,17.0,,,7.0,4.0,0.0,1,2.0,,1.0,283.0,84.9,2.0,2.0,2.0,,,13963.086,3232.8962,8,3,0.0,0.0,0,0,27955,2,1.0,,,,,,3303.612,8680.0,4110.0,-1,,,,,,,181843.0,2015,664,649,0,1,1,0,1,12.0,13.0,46.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
495903808092238,5,1.0,1,4,2,9300,93001,1,1,,42,49620,133,,1.0,,3,1,71,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12607.8635,3213.4303,0,0,,,0,0,17249,1,,,,2.0,,,3151.0088,,,-1,5.0,,,,,,178921.0,2014,652,649,0,0,0,0,0,16.0,,,2014,2.0,1,8,2,9300,93001,1,49620,133,,1.0,,3,1,72,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13430.8146,3456.0621,0,0,,,0,0,28203,1,,,,,,,3451.1026,,,-1,5.0,,,,,,181847.0,2015,664,649,0,0,0,0,0,,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
495903808092238,5,1.0,1,4,2,9300,93001,1,1,,42,49620,133,,1.0,,3,3,64,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,9.0,,9.0,,,21.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,1305.0,420.0,2.0,2.0,,,,12884.8292,3172.6058,0,0,1.0,1.0,0,0,17249,2,,,3.0,,,,3208.8828,7970.0,3500.0,-1,,,,,,,178922.0,2014,652,649,0,0,0,0,0,14.0,10.0,42.0,2014,2.0,1,8,2,9300,93001,1,49620,133,,1.0,,3,3,65,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12916.5903,3255.9357,0,0,,,0,0,28203,2,,,3.0,,,,3212.4357,7970.0,3500.0,-1,,,,,,,181848.0,2015,664,649,0,0,0,0,0,14.0,10.0,42.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
495953804059298,5,3.0,4,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,1,38,,2,39,1,,1,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1800.0,2884.61,2.0,2.0,2.0,,,12383.4435,3049.9767,10,3,1.0,1.0,0,42,32440,1,2.0,6.0,,,,,3084.1588,8680.0,310.0,-1,,,,,,,178923.0,2014,652,649,0,0,1,1,0,10.0,1.0,46.0,2014,1.0,4,8,2,9300,93001,1,29540,71,,1.0,,3,1,39,,2,39,1,,1,1,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,9.0,2.0,11.0,4.0,0.0,2,,,,,,,,2.0,,,12808.1584,2925.0419,10,2,,,0,0,14179,1,2.0,6.0,,,,,3110.2635,8680.0,310.0,-1,,,,,,,181849.0,2015,664,649,0,0,1,1,0,10.0,1.0,46.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
495953804059298,5,3.0,4,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,4,17,,1,35,1,,3,1,3,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,10924.5614,2876.0486,0,0,,,0,0,32440,3,,,,,,,2817.5591,,,-1,,,,,1.0,,178926.0,2014,652,649,0,0,0,0,0,9.0,,,2014,1.0,4,8,2,9300,93001,1,29540,71,,1.0,,3,4,18,,1,37,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,14668.3487,3649.8,0,0,,,0,0,14179,3,,,,,,,3635.7362,,,-1,,,,,1.0,,181852.0,2015,664,649,0,0,0,0,0,11.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
524212033908293,5,1.0,6,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,2,72,,1,39,3,,1,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,900.0,216.0,2.0,2.0,,,,9715.1449,2356.9297,0,0,1.0,1.0,0,42,16994,1,1.0,,,,,,2341.848,4970.0,5620.0,-1,,,,,,,178935.0,2014,652,649,0,0,0,0,0,12.0,17.0,22.0,2014,1.0,6,8,2,9300,93001,1,25420,43,,1.0,,4,2,73,,1,39,3,,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,1255.0,301.2,2.0,2.0,,,,11041.1164,2759.9042,0,0,0.0,0.0,0,0,5189,1,1.0,,,,,,2764.5628,4970.0,5620.0,-1,,,,,,,181857.0,2015,664,649,0,0,0,0,0,12.0,17.0,22.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
832490859200893,5,1.0,7,4,2,9300,93001,1,1,,42,49620,133,,1.0,,3,2,80,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12106.2128,3105.1028,0,0,,,0,0,2873,1,1.0,,,,,,3053.3425,,,-1,,,,,,,178969.0,2014,652,649,0,0,0,0,0,12.0,,,2014,1.0,7,8,2,9300,93001,1,49620,133,,1.0,,3,2,80,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12840.2911,3236.7026,0,0,,,0,0,2704,1,1.0,,,,,,3193.4596,,,-1,,,,,,,181913.0,2015,664,649,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
839495459200859,5,1.0,1,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,1,63,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12751.1001,3163.8934,0,0,,,0,0,17064,1,,,3.0,,,,3186.807,,,-1,,,,,,,178970.0,2014,652,649,0,0,0,0,0,14.0,,,2014,3.0,1,8,2,9300,93001,1,29540,71,,1.0,,3,1,64,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11034.1512,2782.208,0,0,,,0,0,14178,1,,,2.0,,,,2835.2701,,,-1,,,,,,,181914.0,2015,664,649,0,0,0,0,0,13.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
839495459200859,5,1.0,1,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,3,62,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1300.0,455.0,2.0,2.0,,,,12454.8971,3066.7445,0,0,0.0,0.0,0,0,17064,2,,,3.0,,,,3101.811,5380.0,2630.0,-1,,,,,,,178971.0,2014,652,649,0,0,0,0,0,14.0,9.0,22.0,2014,3.0,1,8,2,9300,93001,1,29540,71,,1.0,,3,3,63,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,1.0,28.0,,,1.0,,,3.0,4.0,0.0,1,2.0,,1.0,1400.0,490.0,2.0,2.0,,,,12678.1695,3287.4827,0,0,0.0,0.0,0,0,14178,2,,,1.0,,,,3279.1784,5380.0,5620.0,-1,,,,,,,181915.0,2015,664,649,0,0,0,0,0,12.0,17.0,22.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
912179530149408,5,1.0,1,4,2,9300,93001,1,1,,42,27780,21,,1.0,,2,1,48,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,5.0,0.0,2,,,,,,,,2.0,,,13593.2545,3412.544,0,0,,,0,0,42941,1,1.0,,,,,,3366.6119,8190.0,4030.0,-1,,,,,,,178977.0,2014,652,649,0,0,0,0,0,12.0,13.0,41.0,2014,1.0,1,8,2,9300,93001,1,27780,21,,1.0,,2,1,49,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,19893.7035,5016.3999,0,0,,,0,0,62772,1,1.0,,,,,,4974.126,,,-1,,,,,,,181925.0,2015,664,649,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
912179530149408,5,1.0,1,4,2,9300,93001,1,1,,42,27780,21,,1.0,,2,3,50,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,7.0,2.0,11.0,4.0,0.0,2,,,,,,,,2.0,,,15551.9323,3629.9087,0,0,,,0,0,42941,2,1.0,,,,,,3790.8769,7070.0,4220.0,-1,,,,,,,178978.0,2014,652,649,0,0,0,0,0,12.0,14.0,34.0,2014,1.0,1,8,2,9300,93001,1,27780,21,,1.0,,2,3,51,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1300.0,520.0,2.0,2.0,2.0,,,21064.8557,5346.249,0,0,0.0,0.0,0,0,62772,2,1.0,,,,,,5309.2159,4870.0,6230.0,-1,,,,,,,181926.0,2015,664,649,0,0,0,0,0,12.0,19.0,22.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
912179530149408,5,1.0,1,4,2,9300,93001,1,1,,42,27780,21,,1.0,,2,4,18,,1,38,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,11664.9132,3070.9569,0,0,,,0,0,42941,3,,,,,,,3008.5036,,,-1,,,,,1.0,1.0,178979.0,2014,652,649,0,0,0,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,27780,21,,1.0,,2,4,18,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,22192.9401,5522.0798,0,0,,,0,0,62772,3,1.0,,,,,,5500.8016,,,-1,,,,,1.0,1.0,181927.0,2015,664,649,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
923092995439340,5,1.0,6,4,2,9300,93001,1,1,,42,49620,133,,1.0,,3,2,80,,1,34,1,,1,0,0,5,2,57,57,301,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11940.7661,3043.4038,0,0,,,0,0,57731,1,,,,,,,2984.285,,,-1,,,,,,,178991.0,2014,652,649,0,0,0,0,0,7.5,,,2014,1.0,6,8,2,9300,93001,1,49620,133,,1.0,,3,2,85,,1,34,1,,0,0,5,2,57,57,301,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14446.6045,3717.4486,0,0,,,0,0,2706,1,,,,,,,3712.1139,,,-1,,,,,,,181929.0,2015,664,649,0,0,0,0,0,7.5,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
932559330949400,5,2.0,1,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,1,72,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11452.2369,2937.3656,0,0,,,0,0,6295,1,1.0,,,,,,2888.4013,,,-1,,,,,,,178995.0,2014,652,649,0,0,0,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,25420,43,,1.0,,4,1,73,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13105.7567,3303.6196,0,0,,,0,0,60211,1,1.0,,,,,,3259.4825,,,-1,,,,,,,181936.0,2015,664,649,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
932559330949400,5,2.0,1,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,3,76,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,5.0,15.0,,,5.0,,,4.0,4.0,0.0,1,1.0,2.0,2.0,,384.61,2.0,2.0,,,,12957.2328,3104.3218,0,0,1.0,,0,0,6295,2,,,1.0,,,,3123.3575,7070.0,4920.0,-1,5.0,,,,,,178996.0,2014,652,649,0,0,0,0,0,12.0,16.0,34.0,2014,1.0,1,8,2,9300,93001,1,25420,43,,1.0,,4,3,76,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12272.2509,3157.9366,0,0,,,0,0,60211,2,,,3.0,,,,3153.4049,,,-1,5.0,,,,,,181937.0,2015,664,649,0,0,0,0,0,14.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
941002942439290,5,1.0,1,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,1,32,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2403.0,2.0,2.0,2.0,,,11397.8339,2827.5282,0,0,1.0,,0,42,43015,1,1.0,,,,,,2864.107,770.0,20.0,-1,,,,,,,178997.0,2014,652,649,0,0,0,0,0,12.0,1.0,4.0,2014,1.0,1,8,2,9300,93001,1,29540,71,,1.0,,3,1,33,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,55.0,,55.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,625.0,2.0,2.0,2.0,,,14418.697,3606.9367,1,1,1.0,,0,42,39246,1,1.0,,,,,,3656.4941,5690.0,20.0,-1,,,,,,,181938.0,2015,664,649,1,0,0,0,1,12.0,1.0,22.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
941002942439290,5,1.0,1,4,2,9300,93001,1,1,,42,29540,71,,1.0,,3,3,31,1.0,2,39,4,,2,1,2,1,2,210,210,210,4,0,8,2.0,1.0,,-4.0,,8.0,,,23.0,,,7.0,4.0,0.0,1,2.0,2.0,1.0,1600.0,128.0,2.0,2.0,2.0,,,17127.9015,4132.1246,0,0,1.0,1.0,0,42,43015,2,1.0,,,,,,4316.4106,7380.0,5860.0,-1,,,,,,,178998.0,2014,652,649,0,0,0,0,0,12.0,17.0,36.0,2014,1.0,1,8,2,9300,93001,1,29540,71,,1.0,,3,3,31,1.0,2,39,4,,1,2,1,2,210,210,210,4,0,8,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,15084.0458,3843.8457,1,1,,,0,0,39246,2,1.0,,,,,,3771.5423,,,-1,,,,,,,181939.0,2015,664,649,1,0,0,0,1,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
942139530679402,5,1.0,1,4,2,9300,93001,1,1,,42,39740,11,,1.0,,3,1,41,2.0,2,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,25.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,3000.0,750.0,2.0,2.0,2.0,,,12521.4383,3063.3492,3,2,0.0,0.0,0,0,57634,1,,,3.0,,,,3118.5271,7980.0,3310.0,-1,,,,,,,178999.0,2014,652,649,0,0,1,0,0,14.0,10.0,42.0,2014,1.0,1,8,2,9300,93001,1,39740,11,,1.0,,3,1,42,2.0,2,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3100.0,775.0,2.0,2.0,2.0,,,13371.7787,3397.8507,3,2,0.0,0.0,0,0,62767,1,,,3.0,,,,3389.4995,7980.0,3310.0,-1,,,,,,,181941.0,2015,664,649,0,0,1,0,0,14.0,10.0,42.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
942939330299405,5,1.0,7,4,2,9300,93001,1,1,,42,49620,133,,1.0,,3,2,58,,2,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,16.0,,16.0,,,20.0,,,7.0,5.0,0.0,1,2.0,,1.0,940.0,150.4,2.0,2.0,,,,12207.9132,3052.1862,0,0,0.0,0.0,0,0,44656,1,,,2.0,,,,3097.2013,8180.0,4230.0,-1,,,,,,,179003.0,2014,652,649,0,0,0,0,0,13.0,14.0,42.0,2014,1.0,7,8,2,9300,93001,1,49620,133,,1.0,,3,2,59,,2,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,16.0,,26.0,,,20.0,,,7.0,5.0,0.0,1,2.0,,1.0,1056.0,168.96,2.0,2.0,,,,16401.9292,4046.1022,0,0,0.0,0.0,0,0,17557,1,,,3.0,,,,4030.1046,8190.0,4230.0,5850,,,,,,,181945.0,2015,664,649,0,0,0,0,0,14.0,14.0,41.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
963072912439540,5,1.0,1,4,2,9300,93001,1,1,,42,39740,11,,1.0,,3,1,70,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12607.8635,3213.4303,0,0,,,0,0,16907,1,1.0,,,,,,3151.0088,,,-1,,,,,,,179014.0,2014,652,649,0,0,0,0,0,12.0,,,2014,2.0,1,8,2,9300,93001,1,39740,11,,1.0,,3,1,71,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13430.8146,3456.0621,0,0,,,0,0,2552,1,,,,,,,3451.1026,,,-1,,,,,,,181946.0,2015,664,649,0,0,0,0,0,,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
963072912439540,5,1.0,1,4,2,9300,93001,1,1,,42,39740,11,,1.0,,3,3,53,1.0,2,44,1,,2,1,2,1,2,132,132,132,4,0,12,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,14496.004,3544.8718,0,0,,,0,0,16907,2,,,,,,2.0,3590.1939,,,-1,,,,,,,179015.0,2014,652,649,0,0,0,0,0,18.0,,,2014,2.0,1,8,2,9300,93001,1,39740,11,,1.0,,3,3,54,1.0,2,43,1,,1,2,1,2,132,132,132,4,0,12,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,15846.3464,3968.5128,0,0,,,0,0,2552,2,,,,,,,3962.1443,,,-1,,,,,,,181947.0,2015,664,649,0,0,0,0,0,,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
995042950439330,5,1.0,1,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,1,50,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13213.8595,3399.5247,0,0,,,0,0,20610,1,,,1.0,,,,3375.0281,,,-1,,,,,,,179025.0,2014,652,649,0,0,0,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,25420,43,,1.0,,4,1,51,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,0.0,4.0,12.0,4.0,0.0,2,,,,,,,,2.0,,,16804.3327,3533.5852,0,0,,,0,0,27956,1,,,2.0,,,,3680.4786,2790.0,10.0,-1,,,,,,,181951.0,2015,664,649,0,0,0,0,0,13.0,1.0,6.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
995042950439330,5,1.0,1,4,2,9300,93001,1,1,,42,25420,43,,1.0,,4,3,50,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,44.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,1.0,2.0,2.0,13938.3814,3544.8718,0,0,0.0,,0,0,20610,2,,,,1.0,1.0,,3544.1972,2880.0,120.0,2060,,,,,,,179026.0,2014,652,649,0,0,0,0,0,18.0,1.0,6.0,2014,1.0,1,8,2,9300,93001,1,25420,43,,1.0,,4,3,51,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,42.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,1.0,2.0,2.0,15014.7637,3785.6135,0,0,0.0,,0,0,27956,2,,,,,,,3807.8085,2880.0,120.0,-1,,,,,,,181952.0,2015,664,649,0,0,0,0,0,,1.0,6.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
4900861987487,6,1.0,7,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,12,39,,2,36,2,,2,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,480.0,2.0,2.0,2.0,,,12560.8797,3209.0182,0,0,1.0,1.0,0,42,35046,2,,,,,,,3194.2133,8270.0,3600.0,-1,,,,,,,198905.0,2014,653,650,0,0,0,0,0,10.0,11.0,42.0,2014,3.0,4,8,2,9300,93001,1,16980,0,1.0,1.0,1.0,7,1,40,,2,39,2,,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2000.0,375.0,2.0,2.0,2.0,,,25151.0035,6308.5429,4,1,1.0,1.0,0,0,42241,2,1.0,,,,,,6070.365,7580.0,3500.0,-1,,,,,,,201716.0,2015,665,650,0,0,0,1,0,12.0,10.0,38.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,0,1,recruitment
75881470938388,6,1.0,6,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,,7,2,58,,1,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1357.0,2.0,2.0,,,,15209.207,3770.3168,0,0,1.0,,0,0,20483,1,,,4.0,,,,3656.2615,1180.0,430.0,-1,,,,,,,198934.0,2014,653,650,0,0,0,0,0,15.0,1.0,14.0,2014,1.0,6,8,2,9300,93001,1,16980,0,1.0,1.0,,7,2,59,,1,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,60.0,,59.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,1425.0,2884.61,2.0,2.0,,,,12673.3725,3308.4586,0,0,1.0,1.0,0,0,4238,1,,,4.0,,,,3279.2379,1270.0,20.0,-1,,,,,,,201759.0,2015,665,650,0,0,0,0,0,15.0,1.0,14.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,0,1,recruitment
85461470958483,6,2.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,,7,1,49,2.0,1,39,1,6.0,1,1,1,1,2,314,314,314,5,0,20,2.0,2.0,4.0,50.0,,,,,,,,5.0,7.0,0.0,2,,,,,,,,2.0,,,15839.2966,3946.5242,0,0,,,0,0,45196,1,1.0,,,,,,3912.4174,770.0,6355.0,-1,,,,,,,198940.0,2014,653,650,0,0,0,0,0,12.0,19.0,4.0,2014,2.0,1,8,2,9300,93001,1,16980,0,1.0,1.0,,7,1,50,2.0,1,39,1,6.0,1,1,1,2,314,314,314,5,0,20,2.0,1.0,,35.0,,42.0,,,,,,2.0,7.0,0.0,2,,,,,,,,2.0,,,13357.8217,3555.5291,0,0,,,0,0,4239,1,1.0,,,,,,3484.8776,770.0,6260.0,-1,,,,,,,201760.0,2015,665,650,0,0,0,0,0,12.0,19.0,4.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,0,1,recruitment
